"from","to","capacity","length","ftime","B","power","speed","toll","type"
"1920",10729,720,0.28,0.48,0.15,4,35,0,1
"1920",10730,720,0.55,0.943,0.15,4,35,0,1
"1921",1919,720,1.46,1.752,0.15,4,47,0,1
"1921",1924,990,1.51,1.812,0.15,4,47,0,1
"1921",3777,940,1.82,1.985,0.15,4,51,0,1
"1921",11591,770,1.11,1.332,0.15,4,47,0,1
"1922",1920,810,0.5,0.857,0.15,4,33,0,1
"1922",10733,720,0.52,0.891,0.15,4,33,0,1
"1922",10734,540,0.34,0.68,0.15,4,29,0,1
"1923",2680,2430,0.57,0.855,0.15,4,36,0,1
"1923",10734,1170,0.73,1.095,0.15,4,36,0,1
"1923",10735,3780,0.2,0.3,0.15,4,36,0,1
"1924",1921,810,1.51,1.812,0.15,4,47,0,1
"1924",3776,770,0.52,0.78,0.15,4,40,0,1
"1924",3778,1080,1.11,1.48,0.15,4,45,0,1
"1924",3787,510,0.36,0.54,0.15,4,40,0,1
"1925",11592,900,0.66,0.99,0.15,4,38,0,1
"1925",12447,810,1.27,1.693,0.15,4,45,0,1
"1925",12516,510,1.57,2.093,0.15,4,44,0,1
"1926",1930,450,0.47,0.705,0.15,4,40,0,1
"1926",1931,770,0.94,1.128,0.15,4,47,0,1
"1926",3783,1080,0.96,1.152,0.15,4,47,0,1
"1926",11593,430,0.81,0.972,0.15,4,47,0,1
"1927",1933,1540,0.44,0.754,0.15,4,32,0,1
"1927",1934,1440,0.28,0.42,0.15,4,36,0,1
"1927",10490,1620,1,1.5,0.15,4,38,0,1
"1927",10494,1360,1.01,1.731,0.15,4,34,0,1
"1928",1920,810,1,1.714,0.15,4,33,0,1
"1928",1929,990,1.02,1.749,0.15,4,32,0,1
"1928",1932,720,0.95,1.425,0.15,4,36,0,1
"1928",10490,810,0.5,0.857,0.15,4,33,0,1
"1929",1857,360,1.08,2.592,0.15,4,23,0,1
"1929",1917,450,0.8,1.6,0.15,4,27,0,1
"1929",1928,810,1.02,1.749,0.15,4,32,0,1
"1929",10484,1540,0.5,1,0.15,4,28,0,1
"1930",1926,450,0.47,0.705,0.15,4,40,0,1
"1930",1931,730,1.14,1.368,0.15,4,47,0,1
"1930",3803,770,0.76,0.912,0.15,4,47,0,1
"1930",3809,810,1,1.2,0.15,4,47,0,1
"1931",1926,430,0.94,1.128,0.15,4,47,0,1
"1931",1930,410,1.14,1.368,0.15,4,47,0,1
"1931",3805,770,0.87,1.044,0.15,4,47,0,1
"1932",1928,810,0.95,1.425,0.15,4,36,0,1
"1932",1933,1620,0.11,0.189,0.15,4,32,0,1
"1932",2685,360,0.55,1.32,0.15,4,25,0,1
"1932",10488,1580,0.82,1.406,0.15,4,34,0,1
"1933",1927,1360,0.44,0.754,0.15,4,32,0,1
"1933",1932,1440,0.11,0.189,0.15,4,32,0,1
"1933",1934,1400,0.55,0.825,0.15,4,36,0,1
"1934",1927,1440,0.28,0.42,0.15,4,36,0,1
"1934",1933,1580,0.55,0.825,0.15,4,36,0,1
"1934",10491,1440,0.29,0.435,0.15,4,36,0,1
"1934",10495,1580,0.88,1.32,0.15,4,38,0,1
"1935",1936,770,0.73,0.876,0.15,4,47,0,1
"1935",1941,510,0.69,1.035,0.15,4,39,0,1
"1935",3806,1200,1.42,1.704,0.15,4,50,0,1
"1936",1935,770,0.73,0.876,0.15,4,47,0,1
"1936",3805,770,0.52,0.78,0.15,4,40,0,1
"1936",3811,770,1.1,1.32,0.15,4,47,0,1
"1937",1938,1620,0.29,0.58,0.15,4,28,0,1
"1937",5030,1400,0.26,0.39,0.15,4,36,0,1
"1937",10494,1440,0.71,1.42,0.15,4,29,0,1
"1937",10495,1580,0.24,0.36,0.15,4,36,0,1
"1938",1937,1440,0.29,0.58,0.15,4,28,0,1
"1938",1939,1580,0.63,1.26,0.15,4,28,0,1
"1938",10492,1620,0.14,0.28,0.15,4,28,0,1
"1939",1938,1580,0.63,1.26,0.15,4,28,0,1
"1939",2719,1620,0.41,0.615,0.15,4,36,0,1
"1939",10807,1440,0.37,0.634,0.15,4,32,0,1
"1940",2631,430,0.8,1.6,0.15,4,27,0,1
"1940",2687,340,0.67,1.608,0.15,4,25,0,1
"1940",10485,360,0.54,1.296,0.15,4,25,0,1
"1940",10489,450,0.78,1.56,0.15,4,27,0,1
"1941",1935,770,0.69,1.035,0.15,4,39,0,1
"1941",3807,1260,1.68,2.016,0.15,4,50,0,1
"1941",11594,900,0.87,1.305,0.15,4,39,0,1
"1942",1943,900,0.33,0.66,0.15,4,29,0,1
"1942",2631,1980,0.8,1.067,0.15,4,45,0,1
"1942",2686,2520,0.76,1.013,0.15,4,42,0,1
"1942",10489,810,0.69,1.183,0.15,4,33,0,1
"1943",1942,450,0.33,0.66,0.15,4,29,0,1
"1943",2632,900,0.63,1.26,0.15,4,29,0,1
"1943",2686,360,0.87,2.088,0.15,4,25,0,1
"1944",1879,990,1.58,2.709,0.15,4,34,0,1
"1944",2632,900,0.32,0.64,0.15,4,29,0,1
"1944",10486,340,0.5,1.2,0.15,4,25,0,1
"1945",3806,860,0.34,0.51,0.15,4,40,0,1
"1945",3807,360,0.1,0.171,0.15,4,35,0,1
"1945",11517,360,0.6,1.029,0.15,4,35,0,1
"1946",10486,1260,1.62,2.16,0.15,4,42,0,1
"1946",10807,1440,0.99,1.485,0.15,4,38,0,1
"1946",10812,1440,1.01,1.347,0.15,4,42,0,1
"1946",10813,1440,1,1.5,0.15,4,38,0,1
"1947",1986,1400,1.5,1.8,0.15,4,50,0,1
"1947",2740,1800,0.84,1.26,0.15,4,38,0,1
"1947",10812,1440,0.99,1.485,0.15,4,38,0,1
"1947",10813,720,1,1.5,0.15,4,40,0,1
"1948",1949,810,0.47,0.806,0.15,4,35,0,1
"1948",1950,430,0.62,1.063,0.15,4,33,0,1
"1948",10486,360,0.33,0.792,0.15,4,25,0,1
"1949",1948,1260,0.47,0.806,0.15,4,35,0,1
"1949",1950,810,0.32,0.549,0.15,4,33,0,1
"1949",1951,1260,1.06,1.59,0.15,4,36,0,1
"1949",10487,810,1.01,1.515,0.15,4,40,0,1
"1950",1948,860,0.62,1.063,0.15,4,33,0,1
"1950",1949,810,0.32,0.549,0.15,4,33,0,1
"1950",2754,1260,0.71,1.065,0.15,4,40,0,1
"1950",10813,720,1.19,1.785,0.15,4,40,0,1
"1951",1949,810,1.06,1.59,0.15,4,36,0,1
"1951",2403,1260,0.76,1.14,0.15,4,36,0,1
"1951",3992,600,0.61,1.464,0.15,4,25,0,1
"1952",1954,1800,0.3,0.36,0.15,4,47,0,1
"1952",2456,1450,0.61,1.22,0.15,4,30,0,1
"1952",2457,1450,0.43,0.86,0.15,4,30,0,1
"1952",10889,3660,0.5,0.75,0.15,4,36,0,1
"1953",1955,770,1.02,1.53,0.15,4,40,0,1
"1953",2016,450,1,2,0.15,4,27,0,1
"1953",2367,770,1.01,1.515,0.15,4,40,0,1
"1953",10318,1440,0.5,0.75,0.15,4,36,0,1
"1954",1952,1800,0.3,0.36,0.15,4,47,0,1
"1954",2456,1450,0.61,1.22,0.15,4,30,0,1
"1954",2457,1450,0.62,1.24,0.15,4,30,0,1
"1954",12593,2610,0.2,0.3,0.15,4,36,0,1
"1955",1953,680,1.02,1.53,0.15,4,40,0,1
"1955",1957,770,1.4,1.867,0.15,4,42,0,1
"1955",10320,810,1.01,1.515,0.15,4,36,0,1
"1955",10487,810,1,1.5,0.15,4,36,0,1
"1956",2164,6000,1.1,0.883,0.15,4,62,0,2
"1957",1955,770,1.4,1.867,0.15,4,42,0,1
"1957",1958,510,0.18,0.309,0.15,4,35,0,1
"1957",2365,810,1.21,1.613,0.15,4,45,0,1
"1957",10321,810,1.2,2.057,0.15,4,35,0,1
"1958",1957,430,0.18,0.309,0.15,4,35,0,1
"1958",1962,680,1.01,1.515,0.15,4,40,0,1
"1958",10493,810,1,1.5,0.15,4,36,0,1
"1959",1956,1e+05,0.04,0,0.15,4,1.2,0.4,1
"1960",1961,1e+05,0.04,0,0.15,4,1.2,0.4,1
"1961",2167,6000,1.82,1.461,0.15,4,62,0,2
"1962",1958,1030,1.01,1.515,0.15,4,40,0,1
"1962",2739,2160,0.79,1.053,0.15,4,45,0,1
"1962",7490,1720,1,1.333,0.15,4,45,0,1
"1962",10498,720,1.06,1.59,0.15,4,40,0,1
"1963",3825,430,0.39,0.585,0.15,4,40,0,1
"1963",3826,450,0.35,0.525,0.15,4,40,0,1
"1963",3829,770,0.6,0.9,0.15,4,40,0,1
"1963",11595,540,0.52,0.78,0.15,4,40,0,1
"1964",1968,730,0.88,1.056,0.15,4,47,0,1
"1964",1969,770,0.95,1.14,0.15,4,47,0,1
"1964",3823,770,1.05,1.26,0.15,4,47,0,1
"1965",1968,770,0.39,0.585,0.15,4,40,0,1
"1965",1971,770,1.67,2.004,0.15,4,50,0,1
"1965",1996,770,1.09,1.308,0.15,4,47,0,1
"1965",12553,1130,2.09,2.28,0.15,4,51,0,1
"1966",2083,1440,0.93,1.24,0.15,4,42,0,1
"1966",5082,2520,1.02,1.749,0.15,4,34,0,1
"1966",10697,810,0.5,1,0.15,4,29,0,1
"1966",10698,1920,0.55,0.943,0.15,4,32,0,1
"1967",1907,680,1.43,1.907,0.15,4,44,0,1
"1967",10737,770,0.11,0.165,0.15,4,38,0,1
"1967",11657,770,1,1.333,0.15,4,45,0,1
"1968",1964,730,0.88,1.056,0.15,4,47,0,1
"1968",1965,430,0.39,0.585,0.15,4,40,0,1
"1968",3830,430,1.4,1.68,0.15,4,50,0,1
"1969",1964,770,0.95,1.14,0.15,4,47,0,1
"1969",1971,770,0.61,0.915,0.15,4,39,0,1
"1969",3824,770,0.53,0.795,0.15,4,39,0,1
"1970",2413,2520,0.91,1.213,0.15,4,42,0,1
"1970",5023,2160,0.25,0.375,0.15,4,39,0,1
"1970",10740,1440,1,1.333,0.15,4,45,0,1
"1970",10746,1800,1.03,1.373,0.15,4,42,0,1
"1971",1965,430,1.67,2.004,0.15,4,50,0,1
"1971",1969,770,0.61,0.915,0.15,4,39,0,1
"1971",1977,510,0.5,0.75,0.15,4,39,0,1
"1972",2361,1440,1.13,1.507,0.15,4,45,0,1
"1972",2682,2520,0.37,0.555,0.15,4,39,0,1
"1972",2717,1540,0.1,0.171,0.15,4,32,0,1
"1972",5025,2400,0.75,1.286,0.15,4,34,0,1
"1973",1974,2160,0.42,0.63,0.15,4,38,0,1
"1973",2717,1540,0.21,0.36,0.15,4,32,0,1
"1973",5556,1440,1.72,3.44,0.15,4,30,0,1
"1974",1973,1620,0.42,0.63,0.15,4,38,0,1
"1974",2360,1440,0.66,0.99,0.15,4,38,0,1
"1974",5616,450,0.85,1.7,0.15,4,27,0,1
"1975",1976,2400,0.25,0.429,0.15,4,32,0,1
"1975",5026,360,0.32,0.768,0.15,4,25,0,1
"1975",5030,1400,0.73,1.251,0.15,4,32,0,1
"1975",10496,1400,0.73,1.251,0.15,4,32,0,1
"1976",1975,1360,0.25,0.429,0.15,4,32,0,1
"1976",1978,324,0.73,1.752,0.15,4,25,0,1
"1976",5031,324,0.72,1.728,0.15,4,25,0,1
"1976",5036,770,0.7,1.4,0.15,4,29,0,1
"1977",1971,770,0.5,0.75,0.15,4,39,0,1
"1977",1984,1030,1.19,1.428,0.15,4,47,0,1
"1977",12549,770,1.06,1.413,0.15,4,45,0,1
"1978",1976,324,0.73,1.752,0.15,4,25,0,1
"1978",1980,396,0.8,1.6,0.15,4,27,0,1
"1978",10496,1400,0.24,0.36,0.15,4,38,0,1
"1978",10497,1400,0.89,1.187,0.15,4,43,0,1
"1979",1980,1980,0.17,0.291,0.15,4,32,0,1
"1979",1981,630,0.63,1.512,0.15,4,25,0,1
"1979",2360,1440,0.97,1.455,0.15,4,38,0,1
"1979",10496,1400,0.77,1.32,0.15,4,34,0,1
"1980",1978,396,0.8,1.6,0.15,4,27,0,1
"1980",1979,1440,0.17,0.291,0.15,4,32,0,1
"1980",1983,1440,0.87,1.74,0.15,4,29,0,1
"1980",11633,860,0.74,1.48,0.15,4,27,0,1
"1981",1979,360,0.63,1.512,0.15,4,25,0,1
"1981",2833,360,0.06,0.144,0.15,4,25,0,1
"1981",5616,430,1.02,1.749,0.15,4,32,0,1
"1982",1983,340,0.63,1.512,0.15,4,25,0,1
"1982",11633,860,1,1.714,0.15,4,32,0,1
"1982",11814,770,1.2,2.057,0.15,4,32,0,1
"1983",1980,1980,0.87,1.74,0.15,4,29,0,1
"1983",1982,600,0.63,1.512,0.15,4,25,0,1
"1983",5027,1080,0.4,0.686,0.15,4,35,0,1
"1983",10497,720,0.91,1.365,0.15,4,40,0,1
"1984",1977,1030,1.19,1.428,0.15,4,47,0,1
"1984",11517,1200,1.6,1.92,0.15,4,50,0,1
"1984",12552,770,1.72,2.58,0.15,4,40,0,1
"1985",5033,2520,0.74,1.11,0.15,4,38,0,1
"1985",5036,770,0.25,0.5,0.15,4,29,0,1
"1985",10497,720,0.62,1.063,0.15,4,35,0,1
"1986",1947,1400,1.5,1.8,0.15,4,50,0,1
"1986",1989,770,1.2,1.8,0.15,4,40,0,1
"1986",2037,1400,0.99,1.32,0.15,4,45,0,1
"1986",5028,2100,0.4,0.6,0.15,4,38,0,1
"1987",1990,540,0.51,1.224,0.15,4,25,0,1
"1987",10857,1400,1.01,2.02,0.15,4,29,0,1
"1987",10862,2160,0.21,0.315,0.15,4,36,0,1
"1987",10863,1440,0.53,0.795,0.15,4,36,0,1
"1988",2210,720,0.14,0.363,0.15,4,30,0,1
"1988",8558,1980,0.27,0.54,0.15,4,28,0,1
"1988",10855,1440,0.53,0.909,0.15,4,32,0,1
"1989",1986,680,1.2,1.8,0.15,4,40,0,1
"1989",2038,720,0.59,1.011,0.15,4,35,0,1
"1989",5027,1080,1.03,1.545,0.15,4,40,0,1
"1990",1987,450,0.51,1.224,0.15,4,25,0,1
"1990",2747,450,0.5,1.2,0.15,4,25,0,1
"1990",10869,770,0.47,0.806,0.15,4,33,0,1
"1991",6408,770,1.24,1.653,0.15,4,42,0,1
"1991",6412,1030,1.9,2.073,0.15,4,51,0,1
"1991",11597,430,1.53,1.836,0.15,4,50,0,1
"1992",3828,540,0.26,0.39,0.15,4,40,0,1
"1992",6407,810,0.74,0.888,0.15,4,47,0,1
"1992",6408,770,1.56,1.872,0.15,4,50,0,1
"1993",10864,1440,0.51,0.765,0.15,4,40,0,1
"1993",10870,810,0.5,1.2,0.15,4,25,0,1
"1993",10871,1360,0.5,0.857,0.15,4,32,0,1
"1993",12551,1440,0.61,0.915,0.15,4,40,0,1
"1994",5029,1080,0.91,1.365,0.15,4,40,0,1
"1994",7301,360,0.2,0.343,0.15,4,35,0,1
"1994",10498,720,1.47,1.96,0.15,4,42,0,1
"1995",1996,770,1.29,1.548,0.15,4,50,0,1
"1995",6412,510,0.3,0.45,0.15,4,40,0,1
"1995",11598,520,0.32,0.48,0.15,4,40,0,1
"1996",1965,430,1.09,1.308,0.15,4,47,0,1
"1996",1995,770,1.29,1.548,0.15,4,50,0,1
"1996",6410,770,1.62,1.944,0.15,4,50,0,1
"1996",6411,770,0.93,1.116,0.15,4,47,0,1
"1997",2738,1540,0.93,1.86,0.15,4,29,0,1
"1997",5130,1720,0.09,0.18,0.15,4,28,0,1
"1997",10322,540,0.6,1.2,0.15,4,29,0,1
"1998",5130,1720,0.23,0.46,0.15,4,28,0,1
"1998",5983,2520,1.65,2.475,0.15,4,40,0,1
"1998",11873,450,1.06,2.12,0.15,4,27,0,1
"1998",11874,770,1.08,2.16,0.15,4,27,0,1
"1999",5241,770,1,1.333,0.15,4,45,0,1
"1999",5258,860,0.99,1.188,0.15,4,47,0,1
"1999",5260,770,1.01,1.212,0.15,4,47,0,1
"1999",5275,790,1.01,1.347,0.15,4,45,0,1
"2000",5246,990,1.01,1.212,0.15,4,47,0,1
"2000",5265,770,1.02,1.224,0.15,4,47,0,1
"2000",5266,770,1,1.2,0.15,4,47,0,1
"2000",11660,990,1,1.2,0.15,4,47,0,1
"2001",5612,1400,0.93,1.116,0.15,4,47,0,1
"2001",5632,1400,0.17,0.255,0.15,4,40,0,1
"2001",11819,1440,0.87,1.044,0.15,4,47,0,1
"2002",5640,2100,0.26,0.446,0.15,4,32,0,1
"2002",5641,790,0.9,1.35,0.15,4,40,0,1
"2002",5666,770,0.13,0.26,0.15,4,30,0,1
"2002",7318,1580,0.5,0.75,0.15,4,36,0,1
"2003",5635,900,1.07,1.605,0.15,4,36,0,1
"2003",5643,870,1.8,2.4,0.15,4,43,0,1
"2003",11818,790,0.24,0.411,0.15,4,35,0,1
"2004",5643,610,0.44,0.754,0.15,4,35,0,1
"2004",5645,940,0.5,0.75,0.15,4,40,0,1
"2004",5650,610,0.46,0.789,0.15,4,35,0,1
"2005",5646,2400,0.5,0.857,0.15,4,32,0,1
"2005",5650,790,1.64,2.187,0.15,4,42,0,1
"2005",11813,770,1.45,2.175,0.15,4,38,0,1
"2005",11816,2400,0.97,1.663,0.15,4,35,0,1
"2006",5674,600,0.3,0.514,0.15,4,35,0,1
"2006",5675,1980,0.34,0.51,0.15,4,40,0,1
"2006",5706,790,1.2,1.44,0.15,4,47,0,1
"2007",6421,540,0.15,0.225,0.15,4,40,0,1
"2007",6422,510,0.73,1.095,0.15,4,40,0,1
"2007",11598,1080,0.74,0.888,0.15,4,47,0,1
"2008",5388,990,1.03,1.236,0.15,4,47,0,1
"2008",5400,770,1.08,1.44,0.15,4,42,0,1
"2008",5401,770,0.93,1.24,0.15,4,42,0,1
"2008",6762,810,3,3.6,0.15,4,50,0,1
"2009",5364,2440,0.2,0.3,0.15,4,39,0,1
"2009",5722,770,1,1.2,0.15,4,47,0,1
"2009",6502,2100,0.32,0.48,0.15,4,37,0,1
"2010",2014,490,1.14,1.368,0.15,4,47,0,1
"2010",6423,730,0.7,1.05,0.15,4,40,0,1
"2010",6425,770,1.54,1.848,0.15,4,50,0,1
"2010",11599,430,1.14,1.368,0.15,4,47,0,1
"2011",1898,396,0.5,1.2,0.15,4,22,0,1
"2011",7022,1330,0.25,0.5,0.15,4,28,0,1
"2011",7878,1330,0.25,0.429,0.15,4,32,0,1
"2012",5806,729,0.25,0.5,0.15,4,28,0,1
"2012",5808,405,0.08,0.16,0.15,4,28,0,1
"2012",11867,3492,0.7,1.4,0.15,4,28,0,1
"2013",1843,1620,0.25,0.5,0.15,4,28,0,1
"2013",2022,405,0.5,1.2,0.15,4,22,0,1
"2013",10366,1368,0.31,0.62,0.15,4,28,0,1
"2014",2010,730,1.14,1.368,0.15,4,47,0,1
"2014",2015,810,0.76,0.912,0.15,4,47,0,1
"2014",6426,1080,0.75,0.9,0.15,4,47,0,1
"2015",2014,1080,0.76,0.912,0.15,4,47,0,1
"2015",4047,1080,1.57,1.884,0.15,4,50,0,1
"2015",11599,990,1.63,1.956,0.15,4,50,0,1
"2015",11601,810,1.47,1.96,0.15,4,44,0,1
"2016",1890,396,0.5,1,0.15,4,29,0,1
"2016",1953,450,1,2,0.15,4,27,0,1
"2016",2017,360,0.5,1.2,0.15,4,25,0,1
"2016",10320,810,1.02,1.749,0.15,4,32,0,1
"2017",2016,360,0.5,1.2,0.15,4,25,0,1
"2017",2392,810,0.99,1.485,0.15,4,36,0,1
"2017",10319,360,0.47,1.128,0.15,4,25,0,1
"2018",2100,6000,0.63,0.506,0.15,4,62,0,2
"2018",4904,1450,0.28,0.56,0.15,4,30,0,1
"2019",2103,6000,2.44,1.959,0.15,4,62,0,2
"2020",2100,1450,0.27,0.54,0.15,4,30,0,1
"2021",2020,1e+05,0.04,0,0.15,4,0.9,0.4,1
"2022",2013,405,0.5,1.2,0.15,4,22,0,1
"2022",2023,405,0.5,1.2,0.15,4,22,0,1
"2022",7021,1360,0.64,1.28,0.15,4,28,0,1
"2022",7132,1360,0.38,0.76,0.15,4,28,0,1
"2023",2022,405,0.5,1.2,0.15,4,22,0,1
"2023",2040,1501,0.25,0.429,0.15,4,32,0,1
"2023",7023,1501,0.06,0.12,0.15,4,28,0,1
"2023",7470,729,0.24,0.576,0.15,4,22,0,1
"2024",2025,1e+05,0.04,0,0.15,4,0.9,0.4,1
"2025",4906,1450,0.09,0.18,0.15,4,30,0,1
"2026",4006,810,3.22,4.293,0.15,4,45,0,1
"2026",6413,540,0.35,0.525,0.15,4,37,0,1
"2026",6414,900,0.85,1.133,0.15,4,45,0,1
"2026",11597,450,0.63,0.945,0.15,4,38,0,1
"2027",2039,430,0.66,0.99,0.15,4,40,0,1
"2027",6424,770,1.34,1.608,0.15,4,50,0,1
"2027",11600,860,1.6,1.92,0.15,4,50,0,1
"2027",12646,1030,2.31,2.52,0.15,4,51,0,1
"2028",2029,729,0.5,1.2,0.15,4,22,0,1
"2028",7184,711,0.39,0.936,0.15,4,25,0,1
"2028",7470,729,0.26,0.624,0.15,4,22,0,1
"2028",10367,711,0.06,0.144,0.15,4,25,0,1
"2029",126,1e+05,0.25,0,0.15,4,25,0,3
"2029",2028,729,0.5,1.2,0.15,4,22,0,1
"2029",7032,729,0.06,0.12,0.15,4,28,0,1
"2029",8058,1620,0.03,0.06,0.15,4,28,0,1
"2030",2031,405,0.21,0.504,0.15,4,24,0,1
"2030",7132,1440,0.19,0.38,0.15,4,28,0,1
"2030",7167,1440,0.31,0.62,0.15,4,28,0,1
"2031",2030,405,0.21,0.504,0.15,4,24,0,1
"2031",7167,1292,0.37,0.74,0.15,4,28,0,1
"2031",10370,1235,0.2,0.48,0.15,4,24,0,1
"2032",7167,1440,0.25,0.429,0.15,4,32,0,1
"2032",7184,1620,0.24,0.48,0.15,4,28,0,1
"2032",7470,810,0.37,0.74,0.15,4,28,0,1
"2032",12573,648,0.79,1.58,0.15,4,27,0,1
"2033",2174,6000,0.75,0.602,0.15,4,62,0,2
"2034",2033,1e+05,0.04,0,0.15,4,1.2,0.4,1
"2035",2036,1e+05,0.04,0,0.15,4,1.2,0.4,1
"2036",5052,8000,0.34,0.273,0.15,4,62,0,2
"2037",1986,1400,0.99,1.32,0.15,4,45,0,1
"2037",2038,1440,1.18,1.416,0.15,4,47,0,1
"2037",2186,4000,1.5,1.423,0.15,4,55,0,2
"2037",10498,1440,1.07,1.834,0.15,4,34,0,1
"2038",1989,810,0.59,1.011,0.15,4,35,0,1
"2038",2037,1440,1.18,1.416,0.15,4,47,0,1
"2038",5029,540,0.1,0.2,0.15,4,29,0,1
"2038",11634,1980,0.86,1.032,0.15,4,47,0,1
"2039",2027,430,0.66,0.99,0.15,4,40,0,1
"2039",6428,810,0.49,0.735,0.15,4,40,0,1
"2039",11602,770,1.69,2.028,0.15,4,50,0,1
"2039",12644,810,1.27,1.524,0.15,4,50,0,1
"2040",2023,1824,0.25,0.429,0.15,4,32,0,1
"2040",7167,1330,0.12,0.206,0.15,4,32,0,1
"2040",7470,729,0.23,0.46,0.15,4,28,0,1
"2041",7184,1620,0.38,0.76,0.15,4,28,0,1
"2041",7189,1440,0.24,0.48,0.15,4,28,0,1
"2041",8995,630,0.31,0.744,0.15,4,22,0,1
"2042",2043,540,0.2,0.3,0.15,4,40,0,1
"2042",6420,630,1.17,2.006,0.15,4,35,0,1
"2042",6421,1080,0.83,0.996,0.15,4,47,0,1
"2043",2042,900,0.2,0.3,0.15,4,40,0,1
"2043",11541,990,1.44,1.728,0.15,4,50,0,1
"2043",12631,860,0.92,1.227,0.15,4,42,0,1
"2044",6439,360,0.87,1.491,0.15,4,35,0,1
"2044",6443,770,1.42,1.704,0.15,4,50,0,1
"2044",11601,810,0.4,0.6,0.15,4,38,0,1
"2045",2070,770,1.26,1.512,0.15,4,50,0,1
"2045",6430,770,0.49,0.735,0.15,4,40,0,1
"2045",11602,770,0.25,0.375,0.15,4,40,0,1
"2046",5219,1957,0.15,0.3,0.15,4,28,0,1
"2046",12710,1957,0.14,0.28,0.15,4,28,0,1
"2047",2046,1292,0.5,0.75,0.15,4,36,0,1
"2047",12709,1720,0.12,0.24,0.15,4,28,0,1
"2048",8239,5700,2.82,3.678,0.15,4,27,0,2
"2049",2387,5700,0.2,0.261,0.15,4,27,0,2
"2049",2913,620,0.2,0.4,0.15,4,30,0,1
"2050",2051,1360,0.12,0.288,0.15,4,24,0,1
"2050",6708,2052,0.57,1.14,0.15,4,28,0,1
"2050",7473,1720,0.49,1.176,0.15,4,24,0,1
"2050",8324,1440,0.12,0.24,0.15,4,28,0,1
"2051",2050,1360,0.12,0.288,0.15,4,24,0,1
"2051",2056,1360,0.27,0.648,0.15,4,24,0,1
"2051",7461,1400,0.31,0.744,0.15,4,24,0,1
"2051",8324,1400,0.06,0.144,0.15,4,24,0,1
"2052",2053,1250,0.04,0.16,0.15,4,0.8,0,1
"2053",12926,1450,0.08,0.16,0.15,4,30,0,1
"2054",2055,1250,0.04,0.16,0.15,4,0.8,0,1
"2055",2263,1450,0.17,0.34,0.15,4,30,0,1
"2056",2051,1360,0.27,0.648,0.15,4,24,0,1
"2056",2057,1360,0.23,0.552,0.15,4,24,0,1
"2056",7461,1292,0.4,0.8,0.15,4,28,0,1
"2056",8322,2040,0.12,0.24,0.15,4,28,0,1
"2057",2056,1360,0.23,0.552,0.15,4,24,0,1
"2057",7499,1880,0.5,1.2,0.15,4,24,0,1
"2057",7557,1360,0.06,0.144,0.15,4,25,0,1
"2057",7565,2040,0.35,0.84,0.15,4,24,0,1
"2058",11861,2160,0.13,0.26,0.15,4,28,0,1
"2058",11862,2430,1.19,1.785,0.15,4,38,0,1
"2059",2389,3800,0.4,0.464,0.15,4,45,0,2
"2060",10154,5700,2.9,3.362,0.15,4,45,0,2
"2061",2127,430,0.2,0.48,0.15,4,25,0,1
"2061",2877,1620,0.2,0.3,0.15,4,36,0,1
"2061",12589,1440,0.5,0.75,0.15,4,36,0,1
"2062",2855,1450,0.39,0.78,0.15,4,30,0,1
"2063",2062,1e+05,0.04,0,0.15,4,2.1,0.15,1
"2064",2065,396,0.51,1.224,0.15,4,25,0,1
"2064",7508,1400,0.25,0.6,0.15,4,24,0,1
"2064",10375,1920,0.25,0.6,0.15,4,24,0,1
"2064",12614,711,0.49,1.176,0.15,4,25,0,1
"2065",2064,396,0.51,1.224,0.15,4,25,0,1
"2065",7567,2820,0.25,0.429,0.15,4,32,0,1
"2065",7568,2040,0.25,0.429,0.15,4,32,0,1
"2066",2219,1450,0.2,0.4,0.15,4,30,0,1
"2067",2066,1e+05,0.04,0,0.15,4,2.1,0.15,1
"2068",6909,405,0.35,0.84,0.15,4,22,0,1
"2068",8311,1920,0.62,1.24,0.15,4,28,0,1
"2068",10611,396,0.25,0.6,0.15,4,22,0,1
"2069",2084,729,0.49,1.176,0.15,4,22,0,1
"2069",8696,1880,0.51,1.224,0.15,4,24,0,1
"2069",10165,729,0.5,1.2,0.15,4,24,0,1
"2069",10613,405,0.51,1.224,0.15,4,22,0,1
"2070",2045,770,1.26,1.512,0.15,4,50,0,1
"2070",2071,1030,1.64,1.968,0.15,4,50,0,1
"2070",2155,510,1.22,1.464,0.15,4,50,0,1
"2070",6442,770,1.47,1.764,0.15,4,50,0,1
"2071",2070,770,1.64,1.968,0.15,4,50,0,1
"2071",6445,510,0.3,0.45,0.15,4,40,0,1
"2071",11604,510,1.45,1.74,0.15,4,50,0,1
"2072",3222,6000,0.53,0.425,0.15,4,62,0,2
"2072",4510,1450,0.1,0.2,0.15,4,30,0,1
"2073",2144,6000,0.38,0.305,0.15,4,62,0,2
"2074",2073,1e+05,0.04,0,0.15,4,0.9,0.4,1
"2075",2076,1e+05,0.04,0,0.15,4,0.9,0.4,1
"2076",2141,6000,0.59,0.474,0.15,4,62,0,2
"2077",2078,1e+05,0.04,0,0.15,4,0.9,0.4,1
"2078",2212,8000,0.35,0.281,0.15,4,62,0,2
"2079",2080,1e+05,0.04,0,0.15,4,0.9,0.4,1
